ESM_IndexOutOfBounds,ESM_NullPointer,ESM_ClassCast,ESM_Arithmetic,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,Number of Bugs
0,40,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,50.0,24.0,15.0,33.0,25.0,54.0,0.714286,0.434932,127.0,126.0,5.0,2.0,0.415584,128.0,2.0,4.0,2.0,14.0,3.0,165.0,321.0,4.0,6.0,4.0,6.0,29.0,0.0,6.0,1.0,30.0,75.0,0.0,7.0,1.0,180.0,338.0,4.0,6.0,4.0,6.0,34.0,0.0,11.0,1.0,35.0,79.0,0.0,12.0,1.0,1.0
0,40,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,48.0,24.0,15.0,33.0,25.0,53.0,0.714286,0.43299,126.0,126.0,5.0,2.0,0.413681,127.0,2.0,4.0,2.0,17.0,3.0,165.0,318.0,4.0,6.0,4.0,6.0,28.0,0.0,6.0,1.0,29.0,75.0,0.0,7.0,1.0,180.0,335.0,4.0,6.0,4.0,6.0,33.0,0.0,11.0,1.0,34.0,79.0,0.0,12.0,1.0,1.0
0,40,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,50.0,24.0,15.0,33.0,25.0,54.0,0.714286,0.43299,126.0,125.0,5.0,2.0,0.413681,127.0,2.0,4.0,2.0,14.0,3.0,165.0,320.0,4.0,6.0,4.0,6.0,29.0,0.0,6.0,1.0,30.0,75.0,0.0,7.0,1.0,180.0,337.0,4.0,6.0,4.0,6.0,34.0,0.0,11.0,1.0,35.0,79.0,0.0,12.0,1.0,1.0
0,40,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,49.0,24.0,15.0,33.0,26.0,55.0,0.714286,0.425676,126.0,126.0,5.0,2.0,0.407051,127.0,2.0,4.0,2.0,15.0,3.0,170.0,326.0,5.0,6.0,5.0,6.0,29.0,0.0,6.0,1.0,30.0,77.0,0.0,7.0,1.0,185.0,343.0,5.0,6.0,5.0,6.0,34.0,0.0,11.0,1.0,35.0,81.0,0.0,12.0,1.0,0.0
0,40,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,45.0,24.0,15.0,33.0,25.0,52.0,0.714286,0.442446,123.0,123.0,5.0,2.0,0.421769,124.0,2.0,4.0,2.0,17.0,3.0,155.0,304.0,4.0,5.0,4.0,5.0,27.0,0.0,6.0,1.0,28.0,70.0,0.0,7.0,1.0,170.0,321.0,4.0,5.0,4.0,5.0,32.0,0.0,11.0,1.0,33.0,74.0,0.0,12.0,1.0,0.0
0,40,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,55.0,25.0,15.0,40.0,27.0,58.0,0.714286,0.409742,143.0,143.0,5.0,2.0,0.394521,144.0,2.0,4.0,2.0,17.0,3.0,206.0,377.0,5.0,6.0,5.0,6.0,31.0,0.0,6.0,1.0,32.0,93.0,0.0,7.0,1.0,221.0,394.0,5.0,6.0,5.0,6.0,36.0,0.0,11.0,1.0,37.0,97.0,0.0,12.0,1.0,0.0
0,40,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,48.0,24.0,15.0,33.0,26.0,55.0,0.714286,0.436426,127.0,126.0,5.0,2.0,0.416938,128.0,2.0,4.0,2.0,14.0,3.0,164.0,320.0,4.0,6.0,4.0,6.0,29.0,0.0,6.0,1.0,30.0,74.0,0.0,7.0,1.0,179.0,337.0,4.0,6.0,4.0,6.0,34.0,0.0,11.0,1.0,35.0,78.0,0.0,12.0,1.0,0.0
0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,48.0,24.0,15.0,33.0,26.0,55.0,0.714286,0.436426,127.0,126.0,5.0,2.0,0.416938,128.0,2.0,4.0,2.0,14.0,3.0,164.0,320.0,4.0,6.0,4.0,6.0,29.0,0.0,6.0,1.0,30.0,74.0,0.0,7.0,1.0,179.0,337.0,4.0,6.0,4.0,6.0,34.0,0.0,11.0,1.0,35.0,78.0,0.0,12.0,1.0,0.0
5,51,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,7.0,16.0,3.0,8.0,12.0,1.0,0.578947,44.0,44.0,2.0,0.0,0.366412,48.0,4.0,6.0,1.0,1.0,1.0,32.0,47.0,6.0,10.0,1.0,3.0,4.0,0.0,1.0,0.0,40.0,14.0,0.0,11.0,1.0,83.0,107.0,8.0,22.0,3.0,5.0,12.0,0.0,2.0,0.0,106.0,26.0,0.0,20.0,2.0,1.0
5,51,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,12.0,8.0,16.0,2.0,10.0,16.0,1.0,0.443299,43.0,43.0,2.0,0.0,0.333333,47.0,4.0,6.0,1.0,1.0,1.0,54.0,70.0,6.0,10.0,1.0,3.0,6.0,0.0,1.0,0.0,42.0,24.0,0.0,11.0,1.0,94.0,118.0,8.0,22.0,3.0,5.0,13.0,0.0,2.0,0.0,107.0,33.0,0.0,20.0,2.0,0.0
1,43,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,52.0,24.0,13.0,19.0,27.0,59.0,1.0,0.440729,145.0,145.0,2.0,0.0,0.435435,145.0,3.0,5.0,5.0,6.0,1.0,184.0,349.0,4.0,10.0,0.0,5.0,32.0,0.0,1.0,0.0,58.0,78.0,0.0,8.0,1.0,188.0,353.0,4.0,10.0,0.0,5.0,33.0,0.0,1.0,0.0,60.0,79.0,0.0,9.0,1.0,1.0
1,43,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,46.0,24.0,15.0,23.0,26.0,56.0,1.0,0.484848,160.0,160.0,2.0,0.0,0.479042,160.0,3.0,5.0,7.0,8.0,1.0,170.0,347.0,4.0,10.0,0.0,5.0,30.0,0.0,1.0,0.0,56.0,71.0,0.0,8.0,1.0,174.0,351.0,4.0,10.0,0.0,5.0,31.0,0.0,1.0,0.0,58.0,72.0,0.0,9.0,1.0,1.0
1,43,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,57.0,26.0,19.0,32.0,33.0,68.0,1.0,0.43299,168.0,168.0,2.0,0.0,0.428571,168.0,3.0,5.0,11.0,12.0,1.0,220.0,413.0,7.0,10.0,2.0,5.0,35.0,0.0,1.0,0.0,65.0,97.0,0.0,8.0,1.0,224.0,417.0,7.0,10.0,2.0,5.0,36.0,0.0,1.0,0.0,67.0,98.0,0.0,9.0,1.0,0.0
1,43,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,49.0,24.0,16.0,24.0,28.0,59.0,1.0,0.471976,160.0,160.0,2.0,0.0,0.466472,160.0,3.0,5.0,7.0,8.0,1.0,179.0,357.0,4.0,10.0,0.0,5.0,31.0,0.0,1.0,0.0,57.0,75.0,0.0,8.0,1.0,183.0,361.0,4.0,10.0,0.0,5.0,32.0,0.0,1.0,0.0,59.0,76.0,0.0,9.0,1.0,0.0
1,43,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,56.0,26.0,20.0,33.0,33.0,68.0,1.0,0.438642,168.0,168.0,2.0,0.0,0.429668,168.0,3.0,5.0,11.0,12.0,1.0,215.0,408.0,7.0,10.0,2.0,5.0,35.0,0.0,1.0,0.0,65.0,94.0,0.0,8.0,1.0,223.0,416.0,7.0,10.0,2.0,5.0,37.0,0.0,2.0,0.0,68.0,96.0,0.0,10.0,1.0,0.0
1,43,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,53.0,24.0,15.0,23.0,27.0,60.0,1.0,0.45977,160.0,160.0,2.0,0.0,0.454545,160.0,3.0,5.0,7.0,8.0,1.0,188.0,369.0,4.0,10.0,0.0,5.0,33.0,0.0,1.0,0.0,59.0,79.0,0.0,8.0,1.0,192.0,373.0,4.0,10.0,0.0,5.0,34.0,0.0,1.0,0.0,61.0,80.0,0.0,9.0,1.0,1.0
0,6,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,53.0,24.0,15.0,23.0,27.0,60.0,1.0,0.45977,160.0,160.0,2.0,0.0,0.454545,160.0,3.0,5.0,7.0,8.0,1.0,188.0,369.0,4.0,10.0,0.0,5.0,33.0,0.0,1.0,0.0,59.0,79.0,0.0,8.0,1.0,192.0,373.0,4.0,10.0,0.0,5.0,34.0,0.0,1.0,0.0,61.0,80.0,0.0,9.0,1.0,1.0
0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,53.0,24.0,15.0,23.0,27.0,60.0,1.0,0.45977,160.0,160.0,2.0,0.0,0.454545,160.0,3.0,5.0,7.0,8.0,1.0,188.0,369.0,4.0,10.0,0.0,5.0,33.0,0.0,1.0,0.0,59.0,79.0,0.0,8.0,1.0,192.0,373.0,4.0,10.0,0.0,5.0,34.0,0.0,1.0,0.0,61.0,80.0,0.0,9.0,1.0,1.0
0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,53.0,24.0,15.0,23.0,27.0,60.0,1.0,0.45977,160.0,160.0,2.0,0.0,0.454545,160.0,3.0,5.0,7.0,8.0,1.0,188.0,369.0,4.0,10.0,0.0,5.0,33.0,0.0,1.0,0.0,59.0,79.0,0.0,8.0,1.0,192.0,373.0,4.0,10.0,0.0,5.0,34.0,0.0,1.0,0.0,61.0,80.0,0.0,9.0,1.0,1.0
0,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,53.0,24.0,15.0,23.0,27.0,60.0,1.0,0.45977,160.0,160.0,2.0,0.0,0.454545,160.0,3.0,5.0,7.0,8.0,1.0,188.0,369.0,4.0,10.0,0.0,5.0,33.0,0.0,1.0,0.0,59.0,79.0,0.0,8.0,1.0,192.0,373.0,4.0,10.0,0.0,5.0,34.0,0.0,1.0,0.0,61.0,80.0,0.0,9.0,1.0,1.0
0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,5.0,3.0,2.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,28.0,32.0,3.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,2.0,13.0,0.0,2.0,0.0,28.0,32.0,3.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,2.0,13.0,0.0,2.0,0.0,1.0
0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,5.0,3.0,2.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,27.0,31.0,3.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,2.0,12.0,0.0,2.0,0.0,27.0,31.0,3.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,2.0,12.0,0.0,2.0,0.0,0.0
0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,5.0,3.0,2.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,27.0,31.0,3.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,2.0,12.0,0.0,2.0,0.0,27.0,31.0,3.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,2.0,12.0,0.0,2.0,0.0,0.0
0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,5.0,3.0,2.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,27.0,31.0,3.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,2.0,12.0,0.0,2.0,0.0,27.0,31.0,3.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,2.0,12.0,0.0,2.0,0.0,0.0
0,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,5.0,3.0,2.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,27.0,31.0,3.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,2.0,12.0,0.0,2.0,0.0,27.0,31.0,3.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,2.0,12.0,0.0,2.0,0.0,0.0
0,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,6.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,29.0,31.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,12.0,0.0,2.0,0.0,29.0,31.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,12.0,0.0,2.0,0.0,1.0
0,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,7.0,2.0,2.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,31.0,33.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,13.0,0.0,2.0,0.0,31.0,33.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,13.0,0.0,2.0,0.0,0.0
2,21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,7.0,2.0,2.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,31.0,33.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,13.0,0.0,2.0,0.0,31.0,33.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,13.0,0.0,2.0,0.0,0.0
0,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,7.0,2.0,2.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,31.0,33.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,13.0,0.0,2.0,0.0,31.0,33.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,13.0,0.0,2.0,0.0,0.0
0,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,7.0,2.0,2.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,31.0,33.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,13.0,0.0,2.0,0.0,31.0,33.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,13.0,0.0,2.0,0.0,0.0
0,6,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,7.0,2.0,2.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,31.0,33.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,13.0,0.0,2.0,0.0,31.0,33.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,13.0,0.0,2.0,0.0,0.0
0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,7.0,2.0,2.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,31.0,33.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,13.0,0.0,2.0,0.0,31.0,33.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,13.0,0.0,2.0,0.0,0.0
0,31,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,7.0,2.0,2.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,31.0,33.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,13.0,0.0,2.0,0.0,31.0,33.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,13.0,0.0,2.0,0.0,0.0
0,27,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,7.0,2.0,2.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,31.0,33.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,13.0,0.0,2.0,0.0,31.0,33.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,13.0,0.0,2.0,0.0,0.0
0,28,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,7.0,2.0,2.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,31.0,33.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,13.0,0.0,2.0,0.0,31.0,33.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,13.0,0.0,2.0,0.0,0.0
0,35,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,7.0,2.0,2.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,31.0,33.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,13.0,0.0,2.0,0.0,31.0,33.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,13.0,0.0,2.0,0.0,0.0
0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,7.0,2.0,2.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,31.0,33.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,13.0,0.0,2.0,0.0,31.0,33.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,13.0,0.0,2.0,0.0,0.0
0,10,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11.0,6.0,5.0,5.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,46.0,53.0,2.0,2.0,2.0,2.0,6.0,0.0,3.0,0.0,7.0,20.0,0.0,4.0,0.0,46.0,53.0,2.0,2.0,2.0,2.0,6.0,0.0,3.0,0.0,7.0,20.0,0.0,4.0,0.0,1.0
0,10,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,12.0,6.0,6.0,6.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,49.0,56.0,2.0,2.0,2.0,2.0,6.0,0.0,3.0,0.0,7.0,22.0,0.0,4.0,0.0,49.0,56.0,2.0,2.0,2.0,2.0,6.0,0.0,3.0,0.0,7.0,22.0,0.0,4.0,0.0,0.0
0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,12.0,6.0,6.0,6.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,49.0,56.0,2.0,2.0,2.0,2.0,6.0,0.0,3.0,0.0,7.0,22.0,0.0,4.0,0.0,49.0,56.0,2.0,2.0,2.0,2.0,6.0,0.0,3.0,0.0,7.0,22.0,0.0,4.0,0.0,0.0
0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,12.0,6.0,6.0,6.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,49.0,56.0,2.0,2.0,2.0,2.0,6.0,0.0,3.0,0.0,7.0,22.0,0.0,4.0,0.0,49.0,56.0,2.0,2.0,2.0,2.0,6.0,0.0,3.0,0.0,7.0,22.0,0.0,4.0,0.0,0.0
0,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,12.0,6.0,6.0,6.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,49.0,56.0,2.0,2.0,2.0,2.0,6.0,0.0,3.0,0.0,7.0,22.0,0.0,4.0,0.0,49.0,56.0,2.0,2.0,2.0,2.0,6.0,0.0,3.0,0.0,7.0,22.0,0.0,4.0,0.0,0.0
0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,12.0,6.0,6.0,6.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,49.0,56.0,2.0,2.0,2.0,2.0,6.0,0.0,3.0,0.0,7.0,22.0,0.0,4.0,0.0,49.0,56.0,2.0,2.0,2.0,2.0,6.0,0.0,3.0,0.0,7.0,22.0,0.0,4.0,0.0,0.0
0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,10.0,8.0,3.0,3.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,40.0,48.0,2.0,0.0,1.0,0.0,7.0,0.0,2.0,0.0,13.0,14.0,0.0,5.0,0.0,40.0,48.0,2.0,0.0,1.0,0.0,7.0,0.0,2.0,0.0,13.0,14.0,0.0,5.0,0.0,1.0
0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,11.0,8.0,3.0,2.0,2.0,10.0,0.5,0.12,6.0,6.0,2.0,2.0,0.12,6.0,1.0,1.0,1.0,1.0,1.0,44.0,59.0,2.0,0.0,1.0,0.0,8.0,0.0,3.0,0.0,14.0,15.0,0.0,6.0,0.0,44.0,59.0,2.0,0.0,1.0,0.0,8.0,0.0,3.0,0.0,14.0,15.0,0.0,6.0,0.0,0.0
1,9,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,11.0,8.0,3.0,2.0,2.0,10.0,0.5,0.12,6.0,6.0,2.0,2.0,0.12,6.0,1.0,1.0,1.0,1.0,1.0,44.0,59.0,2.0,0.0,1.0,0.0,8.0,0.0,3.0,0.0,14.0,15.0,0.0,6.0,0.0,44.0,59.0,2.0,0.0,1.0,0.0,8.0,0.0,3.0,0.0,14.0,15.0,0.0,6.0,0.0,0.0
0,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,2.0,2.0,1.0,6.0,0.5,0.358974,14.0,14.0,2.0,2.0,0.358974,14.0,1.0,1.0,0.0,0.0,1.0,25.0,38.0,2.0,0.0,1.0,0.0,5.0,0.0,3.0,0.0,10.0,7.0,0.0,5.0,0.0,25.0,38.0,2.0,0.0,1.0,0.0,5.0,0.0,3.0,0.0,10.0,7.0,0.0,5.0,0.0,1.0
0,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,2.0,2.0,1.0,6.0,0.5,0.358974,14.0,14.0,2.0,2.0,0.358974,14.0,1.0,1.0,0.0,0.0,1.0,25.0,38.0,2.0,0.0,1.0,0.0,5.0,0.0,3.0,0.0,10.0,7.0,0.0,5.0,0.0,25.0,38.0,2.0,0.0,1.0,0.0,5.0,0.0,3.0,0.0,10.0,7.0,0.0,5.0,0.0,0.0
0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,4.0,1.0,2.0,2.0,5.0,0.0,0.172414,5.0,5.0,0.0,4.0,0.172414,5.0,1.0,1.0,0.0,0.0,1.0,24.0,33.0,4.0,1.0,4.0,1.0,3.0,0.0,3.0,0.0,13.0,8.0,0.0,13.0,0.0,24.0,33.0,4.0,1.0,4.0,1.0,3.0,0.0,3.0,0.0,13.0,8.0,0.0,13.0,0.0,1.0
0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,4.0,2.0,2.0,1.0,4.0,0.0,0.172414,5.0,5.0,0.0,4.0,0.204082,10.0,1.0,1.0,0.0,0.0,1.0,24.0,40.0,4.0,1.0,4.0,1.0,3.0,0.0,3.0,0.0,13.0,8.0,0.0,13.0,0.0,39.0,57.0,6.0,1.0,4.0,1.0,5.0,0.0,4.0,0.0,37.0,12.0,0.0,25.0,0.0,0.0
0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,4.0,2.0,2.0,1.0,4.0,0.0,0.172414,5.0,5.0,0.0,4.0,0.204082,10.0,1.0,1.0,0.0,0.0,1.0,24.0,40.0,4.0,1.0,4.0,1.0,3.0,0.0,3.0,0.0,13.0,8.0,0.0,13.0,0.0,39.0,57.0,6.0,1.0,4.0,1.0,5.0,0.0,4.0,0.0,37.0,12.0,0.0,25.0,0.0,0.0
0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,4.0,2.0,2.0,1.0,4.0,0.0,0.172414,5.0,5.0,0.0,4.0,0.204082,10.0,1.0,1.0,0.0,0.0,1.0,24.0,40.0,4.0,1.0,4.0,1.0,3.0,0.0,3.0,0.0,13.0,8.0,0.0,13.0,0.0,39.0,57.0,6.0,1.0,4.0,1.0,5.0,0.0,4.0,0.0,37.0,12.0,0.0,25.0,0.0,0.0
0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,4.0,2.0,2.0,1.0,4.0,0.0,0.172414,5.0,5.0,0.0,4.0,0.204082,10.0,1.0,1.0,0.0,0.0,1.0,24.0,40.0,4.0,1.0,4.0,1.0,3.0,0.0,3.0,0.0,13.0,8.0,0.0,13.0,0.0,39.0,57.0,6.0,1.0,4.0,1.0,5.0,0.0,4.0,0.0,37.0,12.0,0.0,25.0,0.0,0.0
0,16,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,4.0,2.0,2.0,1.0,4.0,0.0,0.172414,5.0,5.0,0.0,4.0,0.204082,10.0,1.0,1.0,0.0,0.0,1.0,24.0,40.0,4.0,1.0,4.0,1.0,3.0,0.0,3.0,0.0,13.0,8.0,0.0,13.0,0.0,39.0,57.0,6.0,1.0,4.0,1.0,5.0,0.0,4.0,0.0,37.0,12.0,0.0,25.0,0.0,0.0
